kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
K07439.01,FALSE POSITIVE,323.2575,17.26,286.8,2.01,1.73,293.0,0.034,20.0,5866.0,4.301,1.198,13.011
K07440.01,FALSE POSITIVE,0.984971822,1.64247,6683.5,56.1,6852.37,2321.0,1.274,279.1,6437.0,4.237,1.369,13.548
K06254.01,FALSE POSITIVE,567.71329,12.85,259.4,3.28,2.64,325.0,0.4247,6.6,6248.0,3.924,1.996,13.24
K06255.01,FALSE POSITIVE,9.31392071,0.971,163.7,1.25,144.19,884.0,0.1287,6.6,6032.0,4.485,0.973,14.574
K06256.01,CANDIDATE,14.137062,2.264,393.0,1.37,24.62,568.0,0.2133,7.5,4861.0,4.574,0.709,15.729
K06257.01,FALSE POSITIVE,2.32539968,16.791,288.1,9.76,9234.82,2501.0,1.004,79.9,7046.0,3.831,2.724,11.661
K06258.01,FALSE POSITIVE,0.764597756,1.119,16.6,0.72,12721.72,2708.0,0.345,12.0,6218.0,4.066,1.726,11.215
K06259.01,CANDIDATE,4.78113942,2.733,105.8,1.14,386.46,1130.0,0.118,9.6,5683.0,4.326,1.115,14.595
K06259.02,CANDIDATE,7.18864064,2.364,133.5,1.3,223.87,987.0,0.424,9.3,5683.0,4.326,1.115,14.595
K06260.01,FALSE POSITIVE,4.101595158,6.10362,366585.0,51.08,264.23,1028.0,0.394,3809.8,5610.0,4.533,0.808,14.162
K06261.01,FALSE POSITIVE,2.43574046,22.25,6223.0,24.62,4614.94,2102.0,0.997,74.6,7239.0,4.129,1.781,14.141
K06386.01,FALSE POSITIVE,2.756536015,1.5908,3590.8,57.46,1472.73,1580.0,1.239,100.1,5496.0,4.02,1.669,13.485
K06387.01,FALSE POSITIVE,13.99585365,5.0308,19681.0,368.42,493.55,1202.0,2.095,118.1,5638.0,3.597,2.703,12.12
K06388.01,FALSE POSITIVE,4.320850062,4.26661,75927.4,59.16,524.62,1221.0,1.087,1691.5,6098.0,4.384,1.083,13.928
K06389.01,FALSE POSITIVE,8.6532378,2.974,126.0,0.96,93.75,793.0,0.359,9.0,5561.0,4.561,0.854,14.815
K06390.01,FALSE POSITIVE,5.197420145,6.78534,91307.3,81.49,949.86,1416.0,1.025,4262.1,6248.0,4.05,1.528,13.961
K06391.01,FALSE POSITIVE,2.183517999,4.2703,1321.6,4633.66,2169685.72,9791.0,1.214,147.7,3198.0,0.047,162.725,11.296
K06392.01,FALSE POSITIVE,383.61248,12.263,619.3,2.3,0.9,248.0,0.4658,10.2,6011.0,4.522,0.902,14.481
K06393.01,FALSE POSITIVE,1.945914237,2.8712,9880.5,35.94,955.56,1417.0,1.273,299.2,5967.0,4.516,0.83,15.439
K06511.01,CANDIDATE,27.122801,5.255,234.7,1.46,29.38,594.0,0.3462,8.1,5878.0,4.512,0.945,15.747
K06512.01,FALSE POSITIVE,2.500560859,7.5902,20.4,0.48,1149.55,1486.0,0.104,4.5,6305.0,4.422,1.052,15.039
K06513.01,CANDIDATE,5.62241111,1.185,464.1,1.17,23.43,561.0,0.4026,8.5,3894.0,4.71,0.541,15.627
K06514.01,FALSE POSITIVE,1.25625738,9.726,15.2,1.32,35745.58,3507.0,0.8208,50.1,7450.0,3.68,3.063,11.857
K06515.01,FALSE POSITIVE,21.142458554,5.17846,73960.9,41.68,48.12,672.0,0.971,3830.9,6079.0,4.495,0.945,14.083
K06516.01,CANDIDATE,11.2901559,10.475,163.8,0.88,34.17,617.0,0.6285,8.6,5025.0,4.609,0.657,15.929
K06516.02,CANDIDATE,28.24753303,13.2,,,,,,,,,,15.929
K06517.01,FALSE POSITIVE,0.99519559,2.293,13.7,0.29,1642.44,1624.0,0.0372,7.4,5506.0,4.512,0.782,10.291
K06644.01,FALSE POSITIVE,25.150788449,7.72717,37582.6,39.12,52.23,686.0,1.025,1504.9,6015.0,4.329,1.101,15.048
K06645.01,FALSE POSITIVE,7.21636091,2.218,384.7,18.03,5009.17,2146.0,0.017,37.2,5029.0,2.909,9.476,10.916
K06646.01,CANDIDATE,7.1356633,1.789,255.5,1.38,75.39,751.0,0.735,9.8,4926.0,4.522,0.793,15.125
K06647.01,FALSE POSITIVE,12.591656377,5.53385,302584.0,49.21,40.23,642.0,0.629,3990.5,5293.0,4.604,0.756,14.832
K06648.01,FALSE POSITIVE,1.044408447,3.633,46.2,1.17,13421.48,2745.0,0.1512,15.1,7274.0,4.161,1.698,11.865
K06649.01,FALSE POSITIVE,0.97705114,2.33,20.1,0.77,9261.1,2501.0,0.603,7.4,6527.0,4.162,1.631,13.566
K06650.01,FALSE POSITIVE,5.407157086,5.8919,74653.3,125.96,3667.86,1984.0,1.062,2882.0,7617.0,3.856,2.439,11.3
K06651.01,FALSE POSITIVE,30.971766472,8.31171,228680.0,51.72,17.73,523.0,0.763,3245.9,5633.0,4.558,0.829,15.596
K06652.01,FALSE POSITIVE,5.06318803,13.8913,662677.0,302.18,160.52,908.0,3.4,1602.7,5375.0,4.531,0.752,15.001
K06778.01,FALSE POSITIVE,10.88242209,5.51934,206811.0,63.14,150.98,894.0,0.788,4284.2,6200.0,4.422,1.045,12.068
K06779.01,FALSE POSITIVE,1.926366998,3.98088,399528.0,53.63,497.84,1204.0,0.498,1093.2,5176.0,4.542,0.76,15.138
K06780.01,FALSE POSITIVE,2.325185422,7.2871,268.5,81.88,46102.7,3738.0,1.247,256.3,11076.0,3.989,2.896,10.052
K06781.01,CANDIDATE,14.5909249,1.591,146.9,0.93,35.34,622.0,0.3084,6.3,5214.0,4.527,0.766,14.953
K06782.01,FALSE POSITIVE,40.877841988,9.88456,256094.0,164.06,166.06,915.0,0.71,5260.3,6807.0,3.848,2.59,11.663
K06783.01,CANDIDATE,11.8496351,3.319,183.8,1.31,97.71,802.0,0.607,9.6,6032.0,4.508,0.929,15.472
K06784.01,FALSE POSITIVE,36.75892725,15.5723,261730.0,51.31,25.82,575.0,0.298,4263.6,6085.0,4.438,0.979,13.676
K06785.01,FALSE POSITIVE,0.536869783,4.164,221.7,1.81,11576.28,2645.0,0.5604,27.8,6495.0,4.379,1.168,14.801
K06786.01,CANDIDATE,455.62395,13.07,1112.1,3.0,0.64,228.0,0.335,14.0,5883.0,4.53,0.892,15.975
K06911.01,FALSE POSITIVE,0.843400322,1.7606,43.7,0.65,3371.24,1941.0,0.489,23.8,5982.0,4.493,0.96,13.018
K06912.01,FALSE POSITIVE,17.042155208,7.80412,55165.0,24.93,78.98,760.0,0.455,2046.2,6197.0,4.449,1.035,15.252
K06913.01,FALSE POSITIVE,0.874236216,2.352,58.4,3.46,344046.45,6177.0,0.2375,11.1,10894.0,3.667,4.378,13.752
K06913.02,CANDIDATE,1.75173647,5.122,68.4,3.86,136315.31,4900.0,0.6637,10.2,10894.0,3.667,4.378,13.752
K06914.01,FALSE POSITIVE,0.60886299,1.27896,2019.5,158.5,42225.89,3651.0,1.294,457.8,5022.0,3.311,4.167,13.886
K06915.01,FALSE POSITIVE,4.43529675,2.117,181.9,1.15,261.33,1026.0,0.353,9.6,5659.0,4.511,0.842,15.738
K06916.01,FALSE POSITIVE,0.88512187,3.349,136.0,1.05,1797.86,1659.0,0.766,9.9,5392.0,4.521,0.819,15.871
K06917.01,FALSE POSITIVE,1.734221252,2.4577,289817.0,42.06,363.79,1114.0,0.553,542.2,4765.0,4.584,0.702,15.726
K07043.01,FALSE POSITIVE,5.776764285,6.99715,153902.0,117.51,1336.82,1542.0,0.88,3033.4,6263.0,3.875,2.072,13.356
K07044.01,FALSE POSITIVE,1.26227317,3.30141,7342.5,369.2,48665.04,3790.0,1.247,1159.9,4927.0,2.882,9.356,11.516
K07045.01,FALSE POSITIVE,0.76757669,2.04757,157612.0,34.23,1294.42,1530.0,0.821,431.3,5182.0,4.635,0.627,14.952
K07046.01,FALSE POSITIVE,5.860377067,10.4634,361615.0,78.14,475.44,1191.0,0.526,3044.1,6267.0,4.284,1.158,13.955
K07047.01,FALSE POSITIVE,5.801881299,4.21133,34469.8,62.9,3784.87,2001.0,0.81,3642.0,7259.0,3.739,3.009,12.368
K07048.01,FALSE POSITIVE,4.00770453,5.50884,168776.0,92.08,1969.22,1699.0,0.835,1753.5,7162.0,4.185,1.631,13.251
K07049.01,FALSE POSITIVE,6.099032889,4.82208,55374.3,36.68,462.81,1183.0,0.891,2884.0,6356.0,4.297,1.141,13.745
K07050.01,FALSE POSITIVE,0.652956712,0.627,50.0,0.76,4984.96,2146.0,0.26,12.7,5812.0,4.419,1.055,13.506
K07177.01,FALSE POSITIVE,13.691790011,5.64674,97563.5,49.2,230.66,994.0,0.269,8326.3,6295.0,4.158,1.554,13.275
K07178.01,FALSE POSITIVE,21.570508432,13.8604,134176.0,63.68,171.91,923.0,0.388,8616.1,6322.0,4.003,1.692,12.462
K07179.01,CANDIDATE,407.14656,23.26,82.3,1.18,1.29,272.0,0.7466,8.2,5845.0,4.282,1.198,13.31
K07180.01,CANDIDATE,487.83894,32.77,453.3,3.94,1.88,298.0,0.1252,8.8,5421.0,3.882,1.877,13.728
K07181.01,FALSE POSITIVE,14.199840087,5.98531,214604.0,85.76,159.99,907.0,0.772,1408.6,5864.0,4.139,1.414,13.135
K07182.01,CANDIDATE,6.853888,2.561,653.8,1.74,33.32,613.0,0.469,8.2,4199.0,4.609,0.684,16.538
K07183.01,FALSE POSITIVE,2.136834989,4.34882,346183.0,66.59,948.25,1415.0,0.559,644.7,5753.0,4.42,0.989,14.902
K07184.01,FALSE POSITIVE,2.51690133,2.521,59.6,0.97,986.6,1430.0,0.093,10.0,5403.0,4.201,1.284,14.587
K00547.02,CANDIDATE,7.34672485,2.136,143.0,0.97,89.33,784.0,0.2525,10.1,5271.0,4.578,0.821,14.773
K07309.01,FALSE POSITIVE,9.296746368,6.88069,213838.0,400.4,1370.16,1552.0,1.623,4407.8,6461.0,3.67,2.884,13.211
K07310.01,FALSE POSITIVE,18.060078203,11.5759,58975.4,20.71,34.4,618.0,0.328,1797.6,5330.0,4.464,0.855,14.724
K07311.01,FALSE POSITIVE,18.74072534,5.19791,125477.0,35.61,62.46,717.0,0.203,2964.7,6122.0,4.471,0.996,15.861
K07312.01,FALSE POSITIVE,0.93371313,2.971,66.0,0.69,1724.34,1642.0,0.133,8.9,5436.0,4.548,0.869,15.788
K07313.01,FALSE POSITIVE,0.93373716,5.015,144.9,1.14,1811.1,1666.0,0.793,16.0,5390.0,4.479,0.852,15.926
K07314.01,FALSE POSITIVE,0.933735579,3.892,351.4,10.28,43890.28,3696.0,0.565,27.1,5016.0,3.013,5.344,13.505
K07315.01,FALSE POSITIVE,58.28819056,21.6014,156160.0,42.57,10.79,462.0,0.499,2927.4,5463.0,4.353,1.044,14.231
K07316.01,FALSE POSITIVE,3.989144446,20.7947,630524.0,60.26,233.19,996.0,0.252,2055.9,5538.0,4.555,0.719,14.404
K07317.01,FALSE POSITIVE,32.77897303,19.1378,410080.0,69.08,28.29,588.0,0.496,2126.1,6122.0,4.487,0.964,14.52
K07441.01,FALSE POSITIVE,28.487107336,3.77887,37662.9,116.84,202.98,963.0,1.175,658.2,6351.0,3.814,2.385,13.363
K07442.01,FALSE POSITIVE,8.61733907,4.05563,185861.0,51.79,94.74,796.0,0.825,1542.6,5387.0,4.482,0.87,15.257
K07443.01,FALSE POSITIVE,2.16146908,3.643,84.8,0.95,1155.45,1487.0,0.41,11.8,6047.0,4.422,1.013,15.535
K07444.01,FALSE POSITIVE,10.26782676,6.02685,247175.0,73.59,393.02,1136.0,0.277,5758.7,6664.0,4.176,1.44,13.691
K07445.01,CANDIDATE,6.933574,2.43,276.7,1.3,111.53,829.0,0.05,8.0,5510.0,4.584,0.793,15.804
K07446.01,FALSE POSITIVE,1.057335679,1.5795,47337.0,14.59,623.51,1276.0,0.262,476.0,4664.0,4.594,0.683,15.414
K07447.01,FALSE POSITIVE,1.149198426,4.1603,37721.0,42.03,1922.43,1690.0,1.167,164.2,5858.0,4.486,0.867,14.554
K07448.01,FALSE POSITIVE,2.50012775,28.2,49.9,1.66,3611.69,1977.0,0.9917,17.6,6923.0,4.12,1.664,11.27
K06262.01,CANDIDATE,0.673141323,0.921,229.5,1.29,2675.15,1834.0,0.1065,10.5,5461.0,4.552,0.858,15.771
K06263.01,CANDIDATE,8.60965352,2.218,63.2,3.33,1365.41,1550.0,0.213,9.9,5418.0,3.447,4.233,12.765
K06264.01,FALSE POSITIVE,1.40469182,6.26327,702439.0,217.25,6187.57,2263.0,0.597,2651.1,6230.0,4.043,1.863,13.821
K06265.01,FALSE POSITIVE,10.306982793,11.4277,341790.0,81.21,200.8,960.0,0.564,3691.9,5912.0,4.225,1.217,13.545
K06266.01,FALSE POSITIVE,1.109841858,8.11952,300713.0,177.78,17830.7,2944.0,0.12,2082.6,5788.0,3.607,3.211,14.52
K06267.01,CANDIDATE,13.8911152,5.062,204.9,1.12,48.8,674.0,0.168,10.3,5472.0,4.499,0.79,15.365
K06268.01,FALSE POSITIVE,7.234965722,7.0245,164848.0,34.03,119.12,843.0,0.548,671.3,5653.0,4.573,0.798,16.981
K06269.01,FALSE POSITIVE,7.45301717,3.685,551.5,37.37,10730.53,2595.0,0.035,18.3,4475.0,2.329,16.755,14.158
K06270.01,FALSE POSITIVE,2.442941283,4.1847,37338.0,48.18,788.17,1352.0,1.164,229.7,5780.0,4.438,1.0,
K06394.01,FALSE POSITIVE,3.684337918,2.1931,76.7,12.52,8964.2,2481.0,1.045,31.4,9609.0,4.149,2.108,10.483
K06395.01,FALSE POSITIVE,11.2570616,29.059,690235.0,162.84,619.07,1272.0,0.0,655.2,6915.0,4.012,1.875,12.538
K06396.01,FALSE POSITIVE,21.858963291,6.32492,117113.0,114.63,172.73,925.0,0.969,2951.2,5923.0,3.904,2.06,13.916
K06397.01,FALSE POSITIVE,1.461270059,16.467,3348.7,26.29,583.36,1253.0,1.288,131.0,5226.0,4.651,0.674,15.722
K06398.01,FALSE POSITIVE,9.4022333,2.79,316.0,23.61,6719.57,2309.0,0.019,9.8,4597.0,2.42,13.874,10.59
K06399.01,CANDIDATE,6.76890076,3.616,123.1,1.24,253.3,1017.0,0.15,10.8,5737.0,4.327,1.125,14.725
K06400.01,FALSE POSITIVE,9.543584955,3.72007,68184.5,77.97,401.55,1141.0,0.985,3442.2,5537.0,3.837,1.785,12.256
K06401.01,CANDIDATE,1.96134311,11.856,207.8,41.53,5197.02,2167.0,1.159,59.5,6221.0,3.935,2.198,13.749
K06518.01,FALSE POSITIVE,18.611957253,4.24721,124833.0,65.5,111.83,829.0,0.952,2671.7,6492.0,4.32,1.17,13.528
K06519.01,FALSE POSITIVE,0.73240662,4.33,329.0,3.65,24515.44,3191.0,0.8618,15.3,7392.0,4.135,1.772,11.396
K06520.01,FALSE POSITIVE,2.954598,24.79,337.8,89.95,5028.39,2148.0,1.3662,18.1,6955.0,3.885,2.161,12.734
K06521.01,FALSE POSITIVE,0.562006231,3.496,14.2,0.58,18708.86,2978.0,0.678,12.8,6609.0,4.17,1.455,9.807
K06522.01,FALSE POSITIVE,3.21559054,16.261,202.4,18.8,822.2,1366.0,1.153,87.1,6300.0,4.414,1.036,14.128
K06523.01,FALSE POSITIVE,1.547426532,16.1346,532.9,3.62,3587.69,1973.0,0.947,210.1,6612.0,4.303,1.264,13.755
K06524.01,FALSE POSITIVE,12.851722103,5.71731,42518.6,47.26,88.01,781.0,1.15,1537.8,5838.0,4.438,0.967,15.205
K06525.01,FALSE POSITIVE,4.2055797,19.4,100.5,1.8,773.19,1345.0,0.9883,71.7,6190.0,4.261,1.259,13.394
K06526.01,CANDIDATE,486.77832,15.29,370.8,9.3,6.6,409.0,0.1737,10.4,5039.0,3.295,4.95,13.892
K06653.01,CANDIDATE,28.2682167,1.355,197.0,1.22,18.12,526.0,0.5643,6.0,5496.0,4.564,0.838,14.927
K06654.01,FALSE POSITIVE,0.957476003,0.6624,450.7,2.47,4953.98,2138.0,0.327,20.2,6312.0,4.338,1.122,13.483
K06655.01,FALSE POSITIVE,1.559360638,5.4458,280066.0,94.2,5905.62,2234.0,0.647,419.9,7002.0,4.193,1.488,14.091
K06656.01,FALSE POSITIVE,0.57627248,1.75,,,31519.61,,,,,,,13.865
K06657.01,CANDIDATE,1.6037058,9.067,32.8,1.54,9138.09,2492.0,0.729,22.4,6400.0,3.877,2.512,13.7
K06658.01,FALSE POSITIVE,2.313367981,2.42645,13437.5,33.55,458.02,1180.0,1.247,733.6,5508.0,4.598,0.764,13.46
K06659.01,FALSE POSITIVE,76.01811375,13.4849,80671.0,63.58,42.65,652.0,0.788,604.3,6703.0,4.018,1.892,13.755
K06660.01,FALSE POSITIVE,0.82883944,1.83,,,,,,,,,,11.597
K07884.01,CANDIDATE,0.70965042,1.318,223.4,1.49,4086.46,2036.0,0.145,9.4,5618.0,4.373,1.002,15.444
K06787.01,FALSE POSITIVE,1.574063832,5.6357,1118.1,28.63,1622.84,1619.0,1.237,145.3,5951.0,4.411,0.962,14.636
K06788.01,FALSE POSITIVE,2.51989935,1.55,147.2,1.04,519.13,1217.0,0.4448,7.7,5646.0,4.549,0.841,15.604
K06789.01,FALSE POSITIVE,3.867613816,5.36467,340908.0,69.23,494.75,1203.0,0.553,1379.1,5780.0,4.364,1.046,15.244
K06790.01,FALSE POSITIVE,0.733726452,2.309,114.6,0.86,2891.64,1867.0,0.291,13.8,5855.0,4.578,0.797,15.77
K06791.01,FALSE POSITIVE,36.473115046,2.91005,161926.0,53.1,11.24,467.0,1.003,1899.1,5452.0,4.594,0.766,14.359
K06792.01,FALSE POSITIVE,4.238855579,5.2235,68002.0,38.01,280.82,1044.0,1.031,374.8,5655.0,4.482,0.804,14.858
K06793.01,CANDIDATE,3.62657392,1.791,98.5,0.79,250.0,1014.0,0.306,10.7,5416.0,4.579,0.8,14.835
K06794.01,FALSE POSITIVE,1.17033848,11.56,17.3,0.98,27090.0,3272.0,0.1381,13.4,8027.0,3.997,2.314,12.331
K06795.01,FALSE POSITIVE,7.841066931,5.47901,342094.0,56.33,139.18,876.0,0.579,3314.7,5973.0,4.562,0.829,15.144
K06918.01,CANDIDATE,0.902403563,1.7129,4759.5,6.17,1919.35,1688.0,0.8925,220.3,5776.0,4.599,0.755,14.596
K06919.01,CANDIDATE,8.7998722,1.153,270.3,1.09,26.18,577.0,0.344,7.4,4298.0,4.603,0.675,15.86
K06920.01,FALSE POSITIVE,4.292599454,4.73293,140032.0,64.04,715.83,1319.0,0.89,1329.6,6467.0,4.377,1.174,15.573
K06921.01,CANDIDATE,6.87778029,3.199,124.0,1.19,289.51,1052.0,0.08,10.1,6274.0,4.434,1.062,15.099
K06922.01,FALSE POSITIVE,2.113197701,3.46341,57315.5,50.13,2624.42,1825.0,0.909,1048.1,6215.0,4.138,1.463,13.774
K06923.01,FALSE POSITIVE,11.02822674,8.275,278035.0,75.47,264.14,1028.0,0.351,4680.2,6271.0,4.199,1.387,12.956
K06924.01,FALSE POSITIVE,70.37626987,6.4205,116050.0,40.43,4.59,373.0,0.944,759.7,5458.0,4.603,0.755,15.108
K06925.01,CANDIDATE,12.9489256,2.162,331.0,0.94,7.09,416.0,0.0847,7.2,3867.0,4.734,0.525,15.663
K07051.01,FALSE POSITIVE,0.772803664,1.368,290.2,1.11,826.03,1365.0,0.199,8.5,4535.0,4.607,0.668,15.856
K07052.01,FALSE POSITIVE,7.549299761,2.46338,44575.7,18.8,53.74,690.0,0.899,907.2,5085.0,4.679,0.634,14.608
K07053.01,FALSE POSITIVE,0.530972263,3.653,48.6,9.32,7495.0,2373.0,1.079,12.1,6185.0,4.472,0.991,15.016
K07054.01,FALSE POSITIVE,0.530967171,3.8102,378394.0,92.29,6728.14,2312.0,0.84,671.9,5951.0,4.439,0.991,10.292
K07055.01,FALSE POSITIVE,1.606163631,4.92516,144603.0,130.46,17727.93,2943.0,0.901,1662.0,8027.0,3.997,2.314,12.691
K07056.01,FALSE POSITIVE,42.032096076,11.6768,391261.0,79.17,35.34,622.0,0.519,2164.4,6618.0,4.393,1.117,12.694
K07057.01,FALSE POSITIVE,0.619303759,6.6038,74.5,4.71,25737.02,3232.0,1.013,3.5,7138.0,4.137,1.684,13.154
K07058.01,FALSE POSITIVE,22.470494368,7.39097,45979.0,19.12,17.04,518.0,0.86,2393.2,5315.0,4.636,0.697,12.723
K07889.01,CANDIDATE,130.235324,5.678,750.1,2.44,2.86,332.0,0.075,9.7,5616.0,4.529,0.903,15.991
K07185.01,FALSE POSITIVE,37.482223878,4.81451,28976.8,114.14,156.47,902.0,1.2,1262.3,6422.0,3.78,2.415,13.46
K07186.01,FALSE POSITIVE,3.71186243,1.032,53.9,0.95,922.9,1406.0,0.469,7.0,6302.0,4.299,1.258,13.787
K07187.01,FALSE POSITIVE,1.077358008,3.6713,311051.0,70.64,3242.53,1925.0,0.619,537.4,6100.0,4.397,1.064,14.146
K07188.01,FALSE POSITIVE,3.55643514,8.529,45.8,0.75,669.38,1297.0,0.146,13.4,5831.0,4.289,1.109,13.874
K07189.01,FALSE POSITIVE,0.5366497,2.887,105.4,0.92,4982.76,2142.0,0.042,10.6,5822.0,4.529,0.898,15.449
K07190.01,FALSE POSITIVE,1.12284501,0.95,,,42791.46,,,,,,,11.872
K07191.01,FALSE POSITIVE,1.480324075,3.20209,400007.0,47.81,701.93,1313.0,0.388,1095.9,5260.0,4.56,0.717,13.983
K07192.01,FALSE POSITIVE,12.08353781,7.90317,43086.6,50.33,696.82,1310.0,0.749,3799.5,6770.0,3.89,2.214,12.344
K07892.01,CONFIRMED,10.692115,4.657,408.4,2.71,244.47,1008.0,0.734,9.4,6474.0,4.311,1.242,14.294
K07318.01,FALSE POSITIVE,0.934926138,3.1925,131941.0,58.67,3455.76,1957.0,0.905,1149.3,5962.0,4.423,1.078,14.681
K07319.01,CANDIDATE,17.1677675,2.975,335.1,0.97,4.43,370.0,0.4828,7.4,3761.0,4.724,0.526,15.929
K07320.01,CANDIDATE,8.50207749,3.057,117.3,0.75,50.14,679.0,0.073,10.5,4889.0,4.57,0.715,14.755
K07321.01,FALSE POSITIVE,0.93374699,6.168,172.1,103.98,33070.3,3442.0,1.167,25.5,4909.0,3.136,5.272,13.327
K07322.01,FALSE POSITIVE,0.933759404,3.491,114.9,0.99,2289.8,1763.0,0.712,18.9,5766.0,4.514,0.866,15.619
K07323.01,FALSE POSITIVE,0.93373711,3.151,12.9,0.37,4422.99,2077.0,0.121,11.2,6300.0,4.391,1.025,12.72
K07324.01,FALSE POSITIVE,3.0082548,2.38,,,6114.15,,,,,,,13.907
K07325.01,FALSE POSITIVE,45.43324862,14.242,414352.0,77.25,18.46,529.0,0.489,1337.0,5731.0,4.359,1.08,14.774
K07326.01,FALSE POSITIVE,1.398890216,4.9641,66012.0,57.48,2389.78,1784.0,1.123,204.0,6134.0,4.378,1.051,14.855
K07449.01,CANDIDATE,1.322475635,5.307,997.3,14.03,342.59,1097.0,1.198,53.9,4668.0,4.7,0.548,14.335
K07450.01,FALSE POSITIVE,12.314402323,5.8903,393895.0,75.21,131.33,864.0,0.506,2540.6,6247.0,4.433,1.066,14.76
K07451.01,FALSE POSITIVE,0.691823991,5.965,165.9,1.23,2938.32,1878.0,0.3501,18.0,5226.0,4.404,0.962,15.247
K07452.01,FALSE POSITIVE,25.431861399,5.23771,46564.7,43.42,30.92,601.0,1.126,785.0,5754.0,4.458,0.9,14.164
K07453.01,FALSE POSITIVE,3.98855869,1.467,214.1,2.4,1036.21,1447.0,0.1671,10.5,5791.0,4.057,1.646,13.035
K07454.01,FALSE POSITIVE,20.413052415,4.4621,92672.5,35.03,47.14,668.0,0.777,1620.8,5941.0,4.487,0.963,14.874
K07455.01,CANDIDATE,3.773744,15.2,85.2,2.44,3791.11,2001.0,0.9606,5.7,7302.0,3.965,2.069,11.419
K07456.01,FALSE POSITIVE,0.527679032,1.395,84.1,0.79,4714.94,2115.0,0.284,14.8,5799.0,4.548,0.86,15.356
K07457.01,FALSE POSITIVE,0.527673075,1.3693,26.1,0.42,3535.35,1970.0,0.134,2.3,5367.0,4.514,0.828,9.694
K06271.01,FALSE POSITIVE,2.44295727,4.0656,15298.0,44.35,788.17,1352.0,1.242,85.5,5780.0,4.438,1.0,16.389
K06272.01,FALSE POSITIVE,3.31587688,3.152,185.6,1.27,342.77,1097.0,0.688,11.4,5385.0,4.476,0.875,15.539
K06273.01,FALSE POSITIVE,49.788613011,7.41807,219219.0,32.57,1.28,271.0,0.753,1566.8,3892.0,4.708,0.542,15.591
K06274.01,CANDIDATE,18.1772927,4.703,213.1,1.5,69.62,737.0,0.039,7.9,6158.0,4.455,1.026,15.324
K06275.01,FALSE POSITIVE,1.38607973,8.7,64.6,0.6,798.8,1356.0,0.0198,2.8,5261.0,4.562,0.768,14.132
K06276.01,CANDIDATE,3.09872834,1.89,248.0,0.64,26.6,579.0,0.133,10.1,3628.0,4.842,0.41,15.87
K06277.01,FALSE POSITIVE,0.648868342,2.82428,34769.5,72.32,16368.52,2882.0,1.172,477.0,6531.0,4.12,1.524,11.471
K06278.01,FALSE POSITIVE,5.088582739,7.6066,448.9,46.02,2400.3,1786.0,1.195,40.3,7514.0,4.052,1.955,13.18
K06402.01,FALSE POSITIVE,1.1611022,2.48,,,5175.96,,,,,,,15.742
K06403.01,FALSE POSITIVE,0.792023257,3.2604,176.6,0.81,678.05,1300.0,0.205,49.6,4447.0,4.632,0.625,14.498
K06404.01,FALSE POSITIVE,10.643743766,6.29783,436506.0,47.87,49.06,675.0,0.353,3167.9,5282.0,4.578,0.694,14.343
K06405.01,FALSE POSITIVE,1.7317958,2.924,60.6,1.19,2628.3,1825.0,0.445,10.5,5691.0,4.095,1.508,15.019
K06406.01,FALSE POSITIVE,8.65298599,1.549,313.8,1.36,68.48,734.0,0.529,12.4,5210.0,4.538,0.749,15.415
K06407.01,FALSE POSITIVE,1.19563447,5.3934,8245.0,14.94,3686.75,1988.0,0.861,105.8,5583.0,4.115,1.413,14.327
K06408.01,FALSE POSITIVE,0.550537628,1.216,72.0,1.93,71798.87,4181.0,0.516,4.9,8098.0,4.013,2.199,11.456
K06409.01,CANDIDATE,19.9310602,8.48,97.9,2.42,201.01,960.0,0.0766,14.2,5500.0,3.775,2.491,13.37
K06410.01,FALSE POSITIVE,2.53470797,20.143,328.2,50.25,4744.68,2117.0,1.187,99.5,6440.0,3.874,2.254,13.92
K06527.01,FALSE POSITIVE,0.530799654,3.487,318.5,2.92,21896.26,3102.0,0.0126,12.5,6534.0,4.128,1.622,12.328
K06528.01,FALSE POSITIVE,0.56818769,2.0,,,17741.94,,,,,,,11.941
K06529.01,FALSE POSITIVE,1.0094779,3.72,,,2573.87,,,,,,,13.965
K06530.01,FALSE POSITIVE,0.91057795,2.73,,,,,,,,,,11.965
K06531.01,FALSE POSITIVE,1.0429419,7.22,412.0,2.49,2448.03,1795.0,0.922,40.9,5780.0,4.438,1.0,11.51
K06532.01,CANDIDATE,0.813998812,0.675,183.4,1.36,3285.52,1933.0,0.045,13.7,5705.0,4.424,0.989,15.567
K06533.01,FALSE POSITIVE,6.12650913,15.43,2434.0,9.08,832.67,1370.0,0.919,3.1,6881.0,4.252,1.534,12.625
K06534.01,FALSE POSITIVE,0.720589427,4.329,70.0,1.95,56448.93,3927.0,0.64,1.7,8497.0,4.07,2.211,12.051
K06661.01,FALSE POSITIVE,0.573036404,1.3176,4174.5,9.97,7539.67,2376.0,0.9279,419.6,5745.0,4.29,1.196,13.302
K06662.01,FALSE POSITIVE,0.643171495,2.31285,41160.0,54.03,5486.36,2193.0,1.214,641.4,5899.0,4.387,0.989,15.147
